"","orthogroup.id","Estimate","SE","z.value","p.value","rep_seq_id"
"263","OG0003472",-1.795093415,0.566926227,-3.166361567,0.001543588,"1311A_24510"
"264","OG0006778",-1.79351589,1.73833909,-1.031741103,0.302193417,"CFBP4691_23250"
"265","OG0006779",-1.79351589,1.73833909,-1.031741103,0.302193417,"CFBP4691_23260"
"266","OG0003697",-1.788745802,0.551746397,-3.241970968,0.001187061,"17_00080"
"267","OG0002097",-1.788331196,1.142491863,-1.565290094,0.117514905,"01_39720"
"268","OG0005165",-1.782047927,1.256096074,-1.418719446,0.155980825,"ATCC23378_39740"
"269","OG0003655",-1.779203864,0.53765074,-3.309218663,0.000935567,"01_02740"
"270","OG0003661",-1.779203864,0.53765074,-3.309218663,0.000935567,"17_00150"
"271","OG0007750",-1.777189027,1.714711281,-1.036436306,0.29999864,"CFBP7245_17980"
"272","OG0008090",-1.773635712,1.990548571,-0.891028603,0.372913826,"ATCC23378_20330"
"273","OG0008346",-1.771795357,1.585307165,-1.117635368,0.263722757,"CFBP6164_22200"
"274","OG0009177",-1.771652984,1.852741601,-0.956233175,0.338954443,"BRE_17_16620"
"275","OG0004120",-1.769644119,0.704736219,-2.51107304,0.012036479,"3058_17050"
"276","OG0003533",-1.768968628,0.451273284,-3.919949818,8.86e-05,"01_24130"
"277","OG0004967",-1.767369817,1.315711579,-1.343280583,0.179181137,"3307_21830"
"278","OG0005493",-1.766538655,1.466699329,-1.204431351,0.228422901,"CFBP4642_29700"
"279","OG0006712",-1.762754057,1.65889473,-1.062607545,0.287959964,"AmX2_21450"
"280","OG0003862",-1.762016095,0.556108843,-3.168473436,0.001532418,"01_03930"
"281","OG0004651",-1.761608874,1.243895826,-1.416202898,0.156716108,"01_17680"
"282","OG0008792",-1.758155422,1.82653832,-0.962561476,0.335767638,"Mex-1_28700"
"283","OG0003648",-1.756141792,0.533152838,-3.293880606,0.000988145,"18048_31480"
"284","OG0008300",-1.755222401,1.612272279,-1.088663759,0.276302189,"CFBP4691_39460"
"285","OG0008323",-1.747410673,1.798786649,-0.971438539,0.331329945,"CFBP4925_20920"
"286","OG0008805",-1.746135845,1.688036381,-1.034418372,0.300940619,"NCPPB1067_29590"
"287","OG0006329",-1.742687668,1.799025339,-0.968684337,0.33270271,"3307_14080"
"288","OG0006412",-1.739356453,1.397603589,-1.244527753,0.213305392,"CFBP4642_10510"
"289","OG0005515",-1.735192862,1.289571054,-1.345558166,0.178445051,"2957_27780"
"290","OG0008726",-1.72983823,1.65769684,-1.043519049,0.296707963,"LMG19146_38570"
"291","OG0008422",-1.725656218,1.832309614,-0.941792918,0.346298672,"CFBP7681_39870"
"292","OG0008294",-1.723851268,1.588632436,-1.085116499,0.277870061,"CFBP4691_19470"
"293","OG0007109",-1.722215328,1.587865721,-1.084610182,0.278094344,"FIJ080_15570"
"294","OG0005306",-1.71657574,1.274312325,-1.347060454,0.177960763,"85-10_24750"
"295","OG0005115",-1.714509147,1.22268787,-1.402245978,0.160841806,"A2111_00620"
"296","OG0005216",-1.714509147,1.22268787,-1.402245978,0.160841806,"BRIP62409_23860"
"297","OG0005426",-1.714509147,1.22268787,-1.402245978,0.160841806,"AmX2_07340"
"298","OG0007763",-1.706330216,1.780957109,-0.958097311,0.338013691,"CFBP7604_15290"
"299","OG0006224",-1.706297758,1.769340262,-0.964369485,0.334860715,"BRIP62418_22330"
"300","OG0004312",-1.697475825,1.529436722,-1.109869929,0.26705508,"01_33950"
"301","OG0006134",-1.696833521,1.263377783,-1.343092734,0.179241948,"3640_39790"
"302","OG0006763",-1.692592636,1.806490512,-0.936950748,0.348783893,"CFBP410_40590"
"303","OG0007380",-1.685919766,1.48438227,-1.135771964,0.256052014,"CFBP8151_00540"
"304","OG0006562",-1.683359687,1.427939418,-1.178873323,0.238448622,"CFBP426_16640"
"305","OG0008327",-1.674734082,1.617085817,-1.035649478,0.3003657,"CFBP4925_20980"
"306","OG0011110",-1.669304609,2.11942474,-0.787621555,0.430918103,"NCPPB1757_35630"
"307","OG0009293",-1.666367037,1.924432991,-0.865900265,0.386544858,"Bagalkot_45210"
"308","OG0003045",-1.662024507,0.418366838,-3.97264878,7.11e-05,"1311A_36390"
"309","OG0003573",-1.658367487,0.463611303,-3.577064402,0.000347475,"01_27930"
"310","OG0011306",-1.651068594,2.103883669,-0.784771809,0.432587371,"PLY_4_40300"
"311","OG0006934",-1.645482362,1.428928476,-1.151549843,0.249506102,"A7_29780"
"312","OG0006202",-1.644261033,1.332566488,-1.233905436,0.217238144,"BRIP62418_21410"
"313","OG0007902",-1.644168403,1.608742207,-1.022021052,0.306770937,"FOR_F23_18410"
"314","OG0008343",-1.644168403,1.608742207,-1.022021052,0.306770937,"CFBP5825R_17520"
"315","OG0008344",-1.644168403,1.608742207,-1.022021052,0.306770937,"CFBP5825R_25850"
