"","orthogroup.id","Estimate","SE","z.value","p.value","rep_seq_id"
"293","OG0005053",1.836828532,0.931177748,1.972586368,0.048542707,"3640_34390"
"294","OG0004543",1.836829725,0.931176947,1.972589347,0.048542368,"3058_02960"
"295","OG0004514",1.839260022,0.895123754,2.054755014,0.039902673,"01_29080"
"296","OG0004841",1.839455346,0.910299143,2.020715233,0.043309252,"8590_11140"
"297","OG0005113",1.845100843,1.003031241,1.8395248,0.065838034,"8590_11710"
"298","OG0000715",1.849677773,5.390318579,0.343148136,0.73148702,"01_08800"
"299","OG0004014",1.850659386,0.715995862,2.58473475,0.009745394,"01_13200"
"300","OG0004547",1.853745507,0.932295243,1.988367442,0.046771067,"71_28840"
"301","OG0006488",1.854005942,1.510899104,1.227087856,0.219789572,"84A_25460"
"302","OG0006690",1.855545611,1.545106898,1.200917304,0.229783281,"A7_21620"
"303","OG0006691",1.855545611,1.545106898,1.200917304,0.229783281,"A7_39680"
"304","OG0006720",1.855798877,1.541089307,1.204212416,0.228507488,"BB151-3_13400"
"305","OG0004396",1.857574628,0.922768571,2.013044967,0.044109899,"01_36690"
"306","OG0004397",1.857574628,0.922768571,2.013044967,0.044109899,"01_36710"
"307","OG0004460",1.857574628,0.922768571,2.013044967,0.044109899,"01_17620"
"308","OG0004485",1.857574631,0.922768589,2.013044932,0.044109903,"01_38570"
"309","OG0000249",1.859415312,1.132973719,1.641181328,0.100759781,"01_36540"
"310","OG0005043",1.861860489,1.498050496,1.242855628,0.213921039,"3307_06880"
"311","OG0006236",1.862843284,1.409918512,1.321241808,0.18642075,"CCUG18839_37920"
"312","OG0000634",1.863700577,1.156083162,1.61208176,0.106944149,"01_36310"
"313","OG0004516",1.864928609,0.911738759,2.04546378,0.040809157,"17_38610"
"314","OG0006568",1.870645749,1.472822388,1.270109529,0.204045618,"CFBP4643_44380"
"315","OG0006086",1.87110187,1.619526063,1.155339153,0.247951568,"CFBP8591_08540"
"316","OG0002177",1.871350844,1.005327182,1.861434643,0.062682822,"01_04850"
"317","OG0004349",1.871859943,0.761781887,2.457212458,0.014001985,"2957_08880"
"318","OG0004432",1.872080318,0.91885262,2.037410873,0.041608885,"01_02170"
"319","OG0004508",1.876458266,0.921296243,2.036758838,0.041674215,"01_17460"
"320","OG0004637",1.877604012,0.93047933,2.017889008,0.043602822,"3058_02700"
"321","OG0004917",1.88190753,0.936130248,2.010305225,0.044398894,"2957_08970"
"322","OG0004918",1.88190753,0.936130248,2.010305225,0.044398894,"3046_39150"
"323","OG0000345",1.883226974,3.863768236,0.487406816,0.625970064,"01_16270"
"324","OG0005792",1.887136867,1.543287132,1.222803474,0.221403933,"85-10_46470"
"325","OG0003774",1.888959517,0.663591809,2.846568466,0.004419322,"17_10130"
"326","OG0004501",1.890041261,0.930399805,2.031429123,0.042211483,"01_06180"
"327","OG0004510",1.890041261,0.930399805,2.031429123,0.042211483,"01_17480"
"328","OG0004433",1.890041266,0.930399804,2.031429132,0.042211482,"01_07990"
"329","OG0004434",1.890041266,0.930399804,2.031429132,0.042211482,"01_17050"
"330","OG0004435",1.890041266,0.930399804,2.031429132,0.042211482,"01_17060"
