orthogroup.id,Estimate,SE,z.value,p.value
Xanthomonas_OG0000102,0.066573198,0.200554481,0.331945701,0.739930261
Xanthomonas_OG0000103,-0.315411963,0.139820794,-2.255830156,0.02408127
Xanthomonas_OG0000104,0.709542312,0.363396816,1.952527596,0.050875598
Xanthomonas_OG0000105,-0.056366049,0.299106839,-0.188447879,0.85052557
Xanthomonas_OG0000106,-1.590409107,0.448508719,-3.545993729,0.000391136
Xanthomonas_OG0000107,-0.900526643,0.426546089,-2.111205952,0.034754613
Xanthomonas_OG0000108,-0.842957622,0.409146294,-2.060284147,0.039371385
Xanthomonas_OG0000109,-0.887500191,0.423719032,-2.094548799,0.036211121
Xanthomonas_OG0000110,-0.241565863,0.357233733,-0.676212353,0.49890583
Xanthomonas_OG0000111,-0.65400664,0.318410707,-2.053971882,0.039978413
Xanthomonas_OG0000112,0.15516225,0.171828714,0.903005362,0.366523049
Xanthomonas_OG0000113,-0.259033702,0.352600492,-0.734637948,0.462560021
Xanthomonas_OG0000114,-1.457077436,0.55225866,-2.638396718,0.008329907
Xanthomonas_OG0000115,0.474251248,0.229064588,2.07038221,0.038416566
Xanthomonas_OG0000116,1.015368071,0.638182864,1.591029981,0.111602829
Xanthomonas_OG0000117,-0.690459255,0.225001159,-3.068691993,0.002149981
Xanthomonas_OG0000118,-1.066218496,0.197984164,-5.385372621,7.23E-08
Xanthomonas_OG0000119,-0.413122631,0.233000124,-1.773057561,0.076219169
Xanthomonas_OG0000120,-0.821268388,0.350003031,-2.346460786,0.01895266
Xanthomonas_OG0000121,-0.114566856,0.095304881,-1.202109015,0.229321294
Xanthomonas_OG0000122,-0.47911296,0.304396064,-1.573978826,0.115492345
Xanthomonas_OG0000123,-1.705803146,0.428802608,-3.9780615,6.95E-05
Xanthomonas_OG0000124,-2.47097075,0.625183921,-3.952390117,7.74E-05
Xanthomonas_OG0000125,-0.055200804,0.320462791,-0.172253396,0.863238321
Xanthomonas_OG0000126,0.399246945,0.549143041,0.727036336,0.467203697
Xanthomonas_OG0000127,-2.418404812,0.842768384,-2.869596034,0.004109965
